AirlineID,Name,IATA,ICAO,Callsign,Country,Active
2825,Iberworld,TY,IWD,N/A,Spain,Y
2826,Ibex Airlines,FW,IBX,IBEX,Japan,Y
2827,Ibicenca Air,N/A,IBC,IBICENCA,Spain,N
2828,Ibk-Petra,N/A,AKI, ,Sudan,N
2829,Icar Air,N/A,RAC,TUZLA AIR,Bosnia and Herzegovina,Y
2830,Icare Franche Compte,N/A,FRC,FRANCHE COMPTE,France,N
2831,Icaro,N/A,ICD,ICARO,Ecuador,N
2832,Icaro,N/A,ICA,ICARFLY,Italy,N
2833,Icarus,N/A,IUS,ICARUS,Italy,N
2834,Icejet,N/A,ICJ,ICEJET,Iceland,N
2835,Icelandair,FI,ICE,ICEAIR,Iceland,Y
2836,Icelandic Coast Guard,N/A,ICG,ICELAND COAST,Iceland,N
2837,Ikaros DK,N/A,IKR,IKAROS,Denmark,N
2838,Il Ciocco International Travel Service,N/A,CIO,CIOCCO,Italy,N
2839,Il-Avia,N/A,ILV,ILAVIA,Russia,N
2840,Ildefonso Redriguez,N/A,IDL,ILDEFONSO,Mexico,N
2841,Iliamna Air Taxi,N/A,IAR,ILIAMNA AIR,United States,N
2842,Ilpo Aruba Cargo,N/A,ILP,N/A,Aruba,N
2843,Ilyich-Avia,N/A,ILL,ILYICHAVIA,Ukraine,N
2844,Imaer,N/A,IMR,IMAER,Portugal,N
2845,Imair Airlines,IK,ITX,IMPROTEX,Azerbaijan,Y
2846,Imperial Airways,N/A,PNX,PHOENIX,United States,N
2847,Imtrec Aviation,N/A,IMT,IMTREC,Cambodia,N
2848,Independence Air,DH,IDE,INDEPENDENCE AIR,United States,N
2849,Independent Air Freighters,N/A,IDP,INDEPENDENT,Australia,N
2850,IndiGo Airlines,6E,IGO,IFLY,India,Y
2851,India International Airways,N/A,IIL,INDIA INTER,India,N
2852,Indian Air Force,N/A,IFC,INDIAN AIRFORCE,India,N
2853,Indian Airlines,IC,IAC,INDAIR,India,Y
2854,Indicator Company,N/A,IDR,INDICATOR,Hungary,N
2855,Indigo,I9,IBU,INDIGO BLUE,United States,Y
2856,Indonesia Air Transport,N/A,IDA,INTRA,Indonesia,N
2857,Indonesia AirAsia,QZ,AWQ,WAGON AIR,Indonesia,Y
2858,Indonesian Airlines,IO,IAA,INDO LINES,Indonesia,Y
2859,Industri Pesawat Terbang Nusantara,N/A,IPN,NUSANTARA,Indonesia,N
2860,Industrias Titan,N/A,ITN,TITANLUX,Spain,N
2861,Infinit Air,N/A,FFI,INFINIT,Spain,N
2862,Inflite The Jet Centre,N/A,INS,N/A,United Kingdom,N
2863,Innotech Aviation,N/A,IVA,INNOTECH,Canada,N
2864,Insel Air International,N/A,INC,INSELAIR,Netherlands Antilles,N
2865,Instituto Cartografico de Cataluna,N/A,ICC,CARTO,Spain,N
2866,Intair,N/A,INT,INTAIRCO,Canada,N
2867,Intal Avia,N/A,INL,INTAL AVIA,Kyrgyzstan,N
2868,Intavia Limited,N/A,FFL,N/A,United Kingdom,N
2869,InteliJet Airways,IJ,IJT,INTELIJET,Colombia,N
2870,Intensive Air,N/A,XRA,INTENSIVE,South Africa,N
2871,Inter Air,N/A,ITW,INTER WINGS,Bulgaria,N
2872,Inter Express,N/A,INX,INTER-EURO,Turkey,N
2873,Inter Islands Airlines,H4,IIN,N/A,Cape Verde,N
2874,Inter RCA,N/A,CAR,QUEBEC ROMEO,Central African Republic,N
2875,Inter Tropic Airlines,N/A,NTT,INTER-TROPIC,Sierra Leone,N
2876,Inter-Air,N/A,ITA,CAFEX,United States,N
2877,Inter-Canadian,N/A,ICN,INTER-CANADIAN,Canada,N
2878,Inter-Island Air,N/A,UGL,UGLY VAN,United States,N
2879,Inter-Mountain Airways,N/A,IMA,INTER-MOUNTAIN,United States,N
2880,Inter-State Aviation,N/A,ITS,INTER-STATE,United States,N
2881,Interair South Africa,D6,ILN,INLINE,South Africa,Y
2882,Interaire,N/A,NTE,INTERMEX,Mexico,N
2883,Interavia Airlines,ZA,SUW,ASTAIR,Russia,Y
2884,Interaviatrans,N/A,IVT,INTERAVIA,Ukraine,N
2885,Intercontinental de Aviaci,RS,ICT,CONTAVIA,Colombia,N
2886,Intercopters,N/A,ICP,CHOPER,Spain,N
2887,Interflight,N/A,IFT,INTERFLIGHT,United Kingdom,N
2888,Interflight (Learjet),N/A,IJT,N/A,United Kingdom,N
2889,Interfly,N/A,RFL,INFLY,Italy,N
2890,Interfreight Forwarding,N/A,IFF,INTERFREIGHT,Sudan,N
2891,Interguide Air,N/A,IGN,DIVINE AIR,Nigeria,N
2892,Interisland Airlines,N/A,ISN,TRI-BIRD,Philippines,N
2893,Interisland Airways Limited,N/A,IWY,ISLANDWAYS,Turks and Caicos Islands,N
2894,Interjet,N/A,MTF,INTERJET,Italy,N
2895,Interjet Helicopters,N/A,IHE,INTERCOPTER,Greece,N
2896,Interlink Airlines,ID,ITK,INTERLINK,South Africa,Y
2897,International Air Cargo Corporation,N/A,IAK,AIR CARGO EGYPT,Egypt,N
2898,International Air Corporation,N/A,EXX,EXPRESS INTERNATIONAL,United States,N
2899,International Air Service,N/A,IAS,STARFLEET,United States,N
2900,International Air Services,N/A,IAX,INTERAIR SERVICES,Liberia,N
2901,International Business Air,6I,IBZ,INTERBIZ,Sweden,N
2902,International Business Aircraft,N/A,IBY,CENTRAL STAGE,United States,N
2903,International Charter Services,N/A,ICS,INTERSERVI,Mexico,N
2904,International Charter Xpress,N/A,ICX,INTEX,United States,N
2905,International Committee of the Red Cross,N/A,RED,RED CROSS,Switzerland,N
2906,International Company for Transport,N/A,IIG, Trade and Public Works,ALDAWLYH AIR,N
2907,International Flight Training Academy,N/A,IFX,IFTA,United States,N
2908,International Jet Aviation Services,N/A,IJA,I-JET,United States,N
2909,International Jet Charter,N/A,HSP,HOSPITAL,United States,N
2910,International SOS WIndhoek,N/A,RSQ,SKYMEDIC,Namibia,N
2911,International Sabilisation Assistance Force,N/A,ISF,N/A,United Kingdom,N
2912,International Security Assistance Force,N/A,THN,ATHENA,Canada,N
2913,International Trans-Air,N/A,ITH,INTRANS NIGERIA,Nigeria,N
2914,Interport Corporation,N/A,IPT,INTERPORT,United States,N
2915,Intersky,N/A,IKY,GENERAL SKY,Bulgaria,N
2916,Intersky,3L,ISK,INTERSKY,Austria,Y
2917,Interstate Airline,I4,FWA,FREEWAYAIR,Netherlands,N
2918,Intervuelos,N/A,ITU,INTERLOS,Mexico,N
2919,Inversija,N/A,INV,INVER,Latvia,N
2920,Iona National Airways,N/A,IND,IONA,Ireland,N
2921,Iowa Airways,N/A,IOA,IOWA AIR,United States,N
2922,Iran Air,IR,IRA,IRANAIR,Iran,Y
2923,Iran Aseman Airlines,EP,IRC,N/A,Iran,Y
2924,Iranair Tours,N/A,IRB,N/A,Iran,N
2925,Naft Air Lines,N/A,IRG,NAFT,Iran,N
2926,Iraqi Airways,IA,IAW,IRAQI,Iraq,Y
2927,Irbis Air,N/A,BIS,IRBIS,Kazakhstan,N
2928,Irish Air Corps,N/A,IRL,IRISH,Ireland,N
2929,Irish Air Transport,N/A,RDK,IRISH TRANS,Ireland,N
2930,Irish Aviation Authority,N/A,XMR,AUTHORITY,Ireland,N
2931,Irtysh Airlines,N/A,IRT,IRTYSH AIRLINES,Uzbekistan,N
2932,Irving Oil,N/A,XIA,N/A,Canada,N
2933,Irving Oil Transport,N/A,KCE,KACEY,Canada,N
2934,Island Air,N/A,ISI,ISLANDMEX,Mexico,N
2935,Island Air Charters,N/A,ILF,ISLAND FLIGHT,United States,N
2936,Island Air Express,N/A,XYZ,RAINBIRD,United States,N
2937,Island Airlines,IS,N/A,N/A,United States,Y
2938,Island Aviation,N/A,SOY,SORIANO,Philippines,N
2939,Island Aviation Services,N/A,DQA,N/A,Maldives,N
2940,Island Aviation and Travel,N/A,IOM,ISLE AVIA,United Kingdom,N
2941,Island Express,2S,SDY,SANDY ISLE,United States,N
2942,Cargo Plus Aviation,8L,CGP,N/A,United Arab Emirates,Y
2943,Island Helicopters,N/A,MTP,METROCOPTER,United States,N
2944,Island Link,N/A,ILC,N/A,Japan,N
2945,Islandair Jersey,N/A,IAJ,JARLAND,United Kingdom,N
2946,Islands Nationair,CN,N/A,N/A,Papua New Guinea,N
2947,Icebird Airline,N/A,ICB,ICEBIRD,Iceland,N
2948,Islas Airways,IF,ISW,PINTADERA,Spain,Y
2949,Isle Grande Flying School,N/A,IGS,ISLA GRANDE,United States,N
2950,Islena De Inversiones,WC,ISV,N/A,Honduras,Y
2951,Isles of Scilly Skybus,N/A,IOS,SCILLONIA,United Kingdom,N
2952,Israel Aircraft Industries,N/A,IAI,ISRAEL AIRCRAFT,Israel,N
2953,Israeli Air Force,N/A,IAF,N/A,Israel,N
2954,Israir,6H,ISR,ISRAIR,Israel,Y
2955,Istanbul Airlines,N/A,IST,ISTANBUL,Turkey,N
2956,Itali Airlines,9X,ACL,ITALI,Italy,N
2957,Italy First,N/A,IFS,RIVIERA,Italy,N
2958,Itek Air,GI,IKA,ITEK-AIR,Kyrgyzstan,Y
2959,Ivoire Aero Services,N/A,IVS,IVOIRE AERO,Ivory Coast,N
2960,Ivoire Airways,N/A,IVW,IVOIRAIRWAYS,Ivory Coast,N
2961,Ivoire Jet Express,N/A,IJE,IVOIRE JET,Ivory Coast,N
2962,Iwamoto Crane Co Ltd,N/A,OIC,N/A,Japan,N
2963,Ixair,N/A,IXR,X-BIRD,France,N
2964,Izair,H9,IZM,IZMIR,Turkey,N
2965,Izhavia,N/A,IZA,IZHAVIA,Russia,N
2966,J C Bamford (Excavators),N/A,JCB,JAYSEEBEE,United Kingdom,N
2967,J P Hunt Air Carriers,N/A,RFX,REFLEX,United States,N
2968,J-Air,N/A,JLJ,J AIR,Japan,N
2969,JAL Express,JC,JEX,JANEX,Japan,Y
2970,JALways,JO,JAZ,JALWAYS,Japan,Y
2971,JDAviation,N/A,JDA,JAY DEE,United Kingdom,N
2972,JDP Lux,N/A,JDP,RED PELICAN,Luxembourg,N
2973,JHM Cargo Expreso,N/A,JHM,N/A,Costa Rica,N
2974,JM Family Aviation,N/A,TQM,TACOMA,United States,N
2975,JMC Airlines,N/A,JMC,JAYEMMSEE,United Kingdom,N
2976,JSC Transport Automated Information Systems,1M,N/A,N/A,Russia,N
2977,JS Air,N/A,JSJ,JS CHARTER,Pakistan,N
2978,JS Aviation,N/A,JES,JAY-ESS AVIATION,Mexico,N
2979,Jackson Air Services,N/A,JCK,JACKSON,Canada,N
2980,Jade Cargo International,N/A,JAE,JADE CARGO,China,N
2981,Jamahiriya Airways,N/A,JAW,JAW,Libya,N
2982,Jambo Africa Airlines,N/A,JMB,JAMBOAFRICA,Democratic Republic of Congo,N
2983,Jana-Arka,N/A,JAK,YANZAR,Kazakhstan,N
2984,Janair,N/A,JAX,JANAIR,United States,N
2985,Japan Air Commuter,N/A,JAC,COMMUTER,Japan,N
2986,Japan Aircraft Service,N/A,JSV,N/A,Japan,N
2987,Japan Airlines,JL,JAL,JAPANAIR,Japan,Y
2988,Japan Airlines Domestic,JL,JAL,J-BIRD,Japan,Y
2989,Japan Asia Airways,EG,JAA,ASIA,Japan,Y
2990,Japan Transocean Air,NU,JTA,JAI OCEAN,Japan,Y
2991,Jat Airways,JU,JAT,JAT,Serbia,N
2992,Jatayu Airlines,VJ,JTY,JATAYU,Indonesia,N
2993,Jazeera Airways,J9,JZR,JAZEERA,Kuwait,Y
2994,Jeju Air,7C,JJA,JEJU AIR,Republic of Korea,Y
2995,Jenney Beechcraft,N/A,JNY,JENAIR,United States,N
2996,Jeppesen Data Plan,N/A,XLD,N/A,United States,N
2997,Jeppesen UK,N/A,JPN,JETPLAN,United Kingdom,N
2998,Jet Air,N/A,JEA,JETA,Poland,N
2999,Jet Air Group,N/A,JSI,SISTEMA,Russia,N
3000,Jet Airways,9W,JAI,JET AIRWAYS,India,Y
3001,Jet Airways,QJ,N/A,N/A,United States,Y
3002,Jet Aspen Air Lines,N/A,JTX,JET ASPEN,United States,N
3003,Jet Aviation,N/A,PJS,JETAVIATION,Switzerland,N
3004,Jet Aviation Business Jets,N/A,BZF,BIZFLEET,United States,N
3005,Jet Center Flight Training,N/A,JCF,JET CENTER,Spain,N
3006,Jet Charter,N/A,JCT,JET CHARTER,United States,N
3007,Jetclub,0J,N/A,N/A,Switzerland,N
3008,Jet Connection,N/A,JCX,JET CONNECT,Germany,N
3009,Jet Courier Service,N/A,DWW,DON JUAN,United States,N
3010,Jet East International,N/A,JED,JET EAST,United States,N
3011,Jet Executive International Charter,N/A,JEI,JET EXECUTIVE,Germany,N
3012,Jet Fighter Flights,N/A,RZA,RAZOR,Australia,N
3013,Jet Freighters,N/A,CFT,CASPER FREIGHT,United States,N
3014,Jet G&D Aviation,N/A,JGD,JET GEE-AND-DEE,Israel,N
3015,Jet Line International,N/A,MJL,MOLDJET,Moldova,N
3016,Jet Link,N/A,JEK,JET OPS,Israel,N
3017,Jet Link Aviation,N/A,HTL,HEARTLAND,United States,N
3018,Jet Norte,N/A,JNR,JET NORTE,Mexico,N
3019,Jet Rent,N/A,JRN,JET RENT,Mexico,N
3020,Jet Service,N/A,JDI,JEDI,Poland,N
3021,Jetstar Asia Airways,3K,JSA,JETSTAR ASIA,Singapore,Y
3022,Jet Stream,N/A,JSM,JET STREAM,Moldova,N
3023,Jet Trans Aviation,N/A,JTC,JETRANS,Ghana,N
3024,Jet-2000,N/A,JTT,MOSCOW JET,Russia,N
3025,Jet-Ops,N/A,OPS,OPS-JET,United Arab Emirates,N
3026,Jet2.com,LS,EXS,CHANNEX,United Kingdom,Y
3027,Jet4You,8J,JFU,ARGAN,Morocco,Y
3028,JetAfrica Swaziland,N/A,OSW,BEVO,Swaziland,N
3029,JetBlue Airways,B6,JBU,JETBLUE,United States,Y
3030,JetConnect,N/A,QNZ,QANTAS JETCONNECT,New Zealand,N
3031,JetMagic,N/A,JMG,JET MAGIC,Ireland,N
3032,Jetairfly,JF,JAF,BEAUTY,Belgium,Y
3033,Jetall Holdings,N/A,JTL,FIREFLY,Canada,N
3034,Jetalliance,N/A,JAG,JETALLIANCE,Austria,N
3035,Jetclub,0J,JCS,JETCLUB,Switzerland,N
3036,Jetcorp,N/A,UEJ,JETCORP,United States,N
3037,Jetcraft Aviation,N/A,JCC,JETCRAFT,Australia,N
3038,Jetex Aviation,N/A,JXA,N/A,Lebanon,N
3039,Jetflite,N/A,JEF,JETFLITE,Finland,Y
3040,Jetfly Airlines,N/A,JFL,LINEFLYER,Austria,N
3041,Jetgo International,N/A,JIC,JIC-JET,Thailand,N
3042,Jetlink Express,N/A,JLX,KEN JET,Kenya,N
3043,Jetlink Holland,N/A,JLH,N/A,Netherlands,N
3044,Jetnova de Aviacion Ejecutiva,N/A,JNV,JETNOVA,Spain,N
3045,Jetpro,N/A,JPO,JETPRO,Mexico,N
3046,Jetran Air,N/A,MDJ,JETRAN AIR,Romania,N
3047,Jetrider International,N/A,JRI,JETRIDER,United Kingdom,N
3048,Jets Ejecutivos,N/A,JEJ,MEXJETS,Mexico,N
3049,Jets Personales,N/A,JEP,JET PERSONALES,Spain,N
3050,Jets Y Servicios Ejecutivos,N/A,JSE,SERVIJETS,Mexico,N
3051,JetsGo,SG,JGO,JETSGO,Canada,N
3052,Jetstar Airways,JQ,JST,JETSTAR,Australia,Y
3053,Jetstream Air,N/A,JSH,STREAM-AIR,Hungary,N
3054,Jetstream Executive Travel,N/A,JXT,VANNIN,United Kingdom,N
3055,Jett Paqueteria,N/A,JPQ,JETT PAQUETERIA,Mexico,N
3056,Jett8 Airlines Cargo,JX,JEC,N/A,Singapore,N
3057,Jettime,N/A,JTG,JETTIME,Denmark,N
3058,Jettrain Corporation,N/A,JTN,JETTRAIN,United States,N
3059,Jetways of Iowa,N/A,JWY,JETWAYS,United States,N
3060,Jetx Airlines,GX,JXX,JETBIRD,Iceland,N
3061,Jibair,N/A,JIB,JIBAIRLINE,Djibouti,N
3062,Jigsaw Project,N/A,JSW,JIGSAW,United Kingdom,N
3063,Jim Hankins Air Service,N/A,HKN,HANKINS,United States,N
3064,Jim Ratliff Air Service,N/A,RAS,SHANHIL,United States,N
3065,Joanas Avialinijos,N/A,JDG,LADYBLUE,Lithuania,N
3066,Job Air,N/A,JBR,JOBAIR,Czech Republic,N
3067,Johnson Air,N/A,JHN,AIR JOHNSON,United States,N
3068,Johnsons Air,N/A,JON,JOHNSONSAIR,Ghana,N
3069,Johnston Airways,N/A,JMJ,JOHNSTON,United States,N
3070,Joint Military Commission,N/A,JMM,JOICOMAR,Sudan,N
3071,Jomartaxi Aereo,N/A,JMT,JOMARTAXI,Mexico,N
3072,Jonsson,N/A,ODI, H Air Taxi,ODINN,N
3073,Jordan Aviation,R5,JAV,JORDAN AVIATION,Jordan,N
3074,Jordan International Air Cargo,N/A,JCI,N/A,Jordan,N
3075,Jorvik,N/A,JVK,ISLANDIC,Iceland,N
3076,Ju-Air,N/A,JUR,JUNKERS,Switzerland,N
3077,Juanda Flying School,N/A,JFS,JAEMCO,Indonesia,N
3078,Juba Cargo Services & Aviation Company,N/A,JUC,JUBA CARGO,Sudan,N
3079,Jubba Airways,N/A,JUB,JUBBA,Somali Republic,N
3080,Jubilee Airways,N/A,DKE,DUKE,United Kingdom,N
3081,Juneyao Airlines,HO,DKH,JUNEYAO AIRLINES,China,Y
3082,Justair Scandinavia,N/A,MEY,MELODY,Sweden,N
3083,Justice Prisoner and Alien Transportation System,N/A,DOJ,JUSTICE,United States,N
3084,K D Air Corporation,N/A,KDC,KAY DEE,Canada,N
3085,K S Avia,N/A,KSA,SKY CAMEL,Latvia,N
3086,K-Mile Air,N/A,KMI,KAY-MILE AIR,Thailand,N
3087,KD Avia,KD,KNI,KALININGRAD AIR,Russia,Y
3088,KLM Cityhopper,WA,KLC,CITY,Netherlands,Y
3089,KLM Helicopter,N/A,KLH,KLM HELI,Netherlands,N
3090,KLM Royal Dutch Airlines,KL,KLM,KLM,Netherlands,Y
3091,Kabo Air,N2,QNK,KABO,Nigeria,N
3092,Kahama Mining Corporation,N/A,KMC,KAHAMA,Tanzania,N
3093,Kaiser Air,N/A,KAI,KAISER,United States,N
3094,Kalitta Air,K4,CKS,CONNIE,United States,N
3095,Kalitta Charters,N/A,KFS,KALITTA,United States,N
3096,Kallat El Saker Air Company,N/A,KES,KALLAT EL SKER,Libya,N
3097,Kam Air,RQ,KMF,KAMGAR,Afghanistan,Y
3098,Kampuchea Airlines,E2,KMP,KAMPUCHEA,Cambodia,N
3099,Kanaf-Arkia Airlines,N/A,KIZ,N/A,Israel,N
3100,Kanfey Ha'emek Aviation,N/A,KHE,KANFEY HAEMEK,Israel,N
3101,Kansas State University,N/A,KSU,K-STATE,United States,N
3102,Karat,V2,AKT,AVIAKARAT,Russia,N
3103,Karibu Airways Company,N/A,KRB,KARIBU AIR,Tanzania,N
3104,Karlog Air Charter,N/A,KLG,KARLOG,Denmark,N
3105,Karthago Airlines,N/A,KAJ,KARTHAGO,Tunisia,N
3106,Kartika Airlines,N/A,KAE,KARTIKA,Indonesia,N
3107,Kata Transportation,N/A,KTV,KATAVIA,Sudan,N
3108,Katekavia,N/A,KTK,KATEKAVIA,Russia,N
3109,Kato Airline,N/A,KAT,KATO-AIR,Norway,N
3110,Kavminvodyavia,KV,MVD,AIR MINVODY,Russia,Y
3111,Kavouras Inc,N/A,XKA,N/A,United States,N
3112,Kaz Agros Avia,N/A,KRN,ANTOL,Kazakhstan,N
3113,Kaz Air West,N/A,KAW,KAZWEST,Kazakhstan,N
3114,Kazan Aviation Production Association,N/A,KAO,KAZAVAIA,Russia,N
3115,Kazan Helicopters,N/A,KPH,KAMA,Russia,N
3116,Kazavia,N/A,KKA,KAKAIR,Kazakhstan,N
3117,Kazaviaspas,N/A,KZS,SPAKAZ,Kazakhstan,N
3118,Keenair Charter -,N/A,JFK,KEENAIR,United Kingdom,N
3119,Kelix Air,N/A,KLX,KELIX,Nigeria,N
3120,Kelner Airways,N/A,FKL,KELNER,Canada,N
3121,Kelowna Flightcraft Air Charter,N/A,KFA,FLIGHTCRAFT,Canada,N
3122,Kendell Airlines,N/A,KDA,KENDELL,Australia,Y
3123,Kenmore Air,M5,KEN,KENMORE,United States,Y
3124,Kenn Borek Air,N/A,KBA,BOREK AIR,Canada,N
3125,Kent Aviation,N/A,KAH,DEKAIR,Canada,N
3126,Kenya Airways,KQ,KQA,KENYA,Kenya,Y
3127,Kevis,N/A,KVS,KEVIS,Kazakhstan,N
3128,Key Airlines,N/A,KEY,KEY AIR,United States,N
3129,Key Lime Air,N/A,LYM,KEY LIME,United States,N
3130,Keystone Aerial Surveys,N/A,FTP,FOOTPRINT,United States,N
3131,Keystone Air Services,BZ,KEE,KEYSTONE,Canada,N
3132,Khalifa Airways,N/A,KZW,KHALIFA AIR,Algeria,N
3133,Kharkov Aircraft Manufacturing Company,N/A,WKH,WEST-KHARKOV,Ukraine,N
3134,Khazar,N/A,KHR,KHAZAR,Turkmenistan,N
3135,Khoezestan Photros Air Lines,N/A,KHP,PHOTROS AIR,Iran,N
3136,Khoriv-Avia,N/A,KRV,KHORIV-AVIA,Ukraine,N
3137,Khors Aircompany,N/A,KHO,AIRCOMPANY KHORS,Ukraine,N
3138,Khyber Afghan Airlines,N/A,KHY,KHYBER,Afghanistan,N
3139,Kiev Aviation Plant,N/A,UAK,AVIATION PLANT,Ukraine,N
3140,King Aviation,N/A,KNG,KING,United Kingdom,N
3141,Kingfisher Air Services,N/A,BEZ,SEA BREEZE,United States,N
3142,Kingfisher Airlines,IT,KFR,KINGFISHER,India,Y
3143,Knighthawk Air Express,N/A,KNX,KNIGHT FLIGHT,Canada,N
3144,Kingston Air Services,N/A,KAS,KINGSTON AIR,Canada,N
3145,Kinnarps,N/A,KIP,KINNARPS,Sweden,N
3146,Kinshasa Airways,N/A,KNS,KINSHASA AIRWAYS,Democratic Republic of the Congo,N
3147,Kirov Air Enterprise,N/A,KTA,VYATKA-AVIA,Russia,N
3148,Kish Air,Y9,IRK,KISHAIR,Iran,Y
3149,Kitty Hawk Aircargo,N/A,KHA,AIR KITTYHAWK,United States,N
3150,Kitty Hawk Airways,N/A,KHC,CARGO HAWK,United States,N
3151,Kiwi International Air Lines,KP,KIA,KIWI AIR,United States,N
3152,Knight Air,N/A,KNA,KNIGHTAIR,Canada,N
3153,Knighthawk Express,N/A,KHX,RIZZ,United States,N
3154,Knights Airlines,N/A,KGT,KNIGHT-LINER,Nigeria,N
3155,Koanda Avacion,N/A,KOA,KOANDA,Spain,N
3156,Koda International,N/A,OYE,KODA AIR,Nigeria,N
3157,Kogalymavia Air Company,7K,KGL,KOGALYM,Russia,Y
3158,Kom Activity,N/A,KOM,COMJET,Netherlands,N
3159,Komiaviatrans State Air Enterprise,N/A,KMA,KOMI AVIA,Russia,N
3160,Komiinteravia,8J,KMV,KOMIINTER,Russia,N
3161,Komsomolsk-on-Amur Air Enterprise,N/A,KNM,KNAAPO,Russia,N
3162,Koob-Corp - 96 KFT,N/A,KOB,AUTOFLEX,Hungary,N
3163,Korean Air,KE,KAL,KOREANAIR,Republic of Korea,Y
3164,Kosmas Air,N/A,KMG,KOSMAS CARGO,Serbia,N
3165,Kosmos,N/A,KSM,KOSMOS,Russia,Y
3166,Kosova Airlines,N/A,KOS,KOSOVA,Serbia,N
3167,Kovar Air,N/A,WOK,WOKAIR,Czech Republic,N
3168,Krasnojarsky Airlines,7B,KJC,KRASNOJARSKY AIR,Russia,Y
3169,Kremenchuk Flight College,N/A,KFC,KREMENCHUK,Ukraine,N
3170,Krimaviamontag,N/A,KRG,AVIAMONTAG,Ukraine,N
3171,Kroonk Air Agency,N/A,KRO,KROONK,Ukraine,N
3172,Krylo Airlines,K9,KRI,Krylo,Russia,N
3173,Krym,N/A,KYM,CRIMEA AIR,Ukraine,N
3174,Krystel Air Charter,N/A,OPC,OPTIC,United Kingdom,N
3175,Kuban Airlines,GW,KIL,AIR KUBAN,Russia,Y
3176,Kunpeng Airlines,VD,KPA,KUNPENG,China,N
3177,Kurzemes Avio,N/A,KZA,N/A,Russia,N
3178,Kustbevakningen,N/A,KBV,SWECOAST,Sweden,N
3179,Kuwait Airways,KU,KAC,KUWAITI,Kuwait,Y
3180,Kuzu Airlines Cargo,GO,KZU,KUZU CARGO,Turkey,Y
3181,Kvadro Aero,N/A,QVR,PEGASO,Kyrgyzstan,N
3182,Kwena Air,N/A,KWN,KWENA,South Africa,N
3183,Kyrgyz Airlines,N5,KGZ,BERMET,Kyrgyzstan,N
3184,Kyrgyz Trans Avia,N/A,KTC,DINARA,Kyrgyzstan,N
3185,Kyrgyzstan,QH,LYN,ALTYN AVIA,Kyrgyzstan,N
3186,Kyrgyzstan Airlines,R8,KGA,KYRGYZ,Kyrgyzstan,N
3187,Kyrgyzstan Department of Aviation,N/A,DAM,FLIGHT RESCUE,Kyrgyzstan,N
3188,Kyrgz General Aviation,N/A,KGB,KEMIN,Kyrgyzstan,N
3189,Kibris T,KY,KYV,AIRKIBRIS,Turkey,N
3190,L A Helicopter,N/A,LAH,STAR SHIP,United States,N
3191,L J Aviation,N/A,LJY,ELJAY,United States,N
3192,L R Airlines,N/A,LRB,LADY RACINE,Czech Republic,N
3193,L&L Flygbildteknik,N/A,PHO,PHOTOFLIGHT,Sweden,N
3194,L'Express,N/A,LEX,LEX,United States,N
3195,L-3 Communications Flight Internation Aviation,N/A,FNT,FLIGHT INTERNATIONAL,United States,N
3196,L.A.B. Flying Service,JF,LAB,LAB,United States,N
3197,LACSA,LR,LRC,LACSA,Costa Rica,Y
3198,LADE - Lineas Aereas Del Estado,N/A,LDE,LADE,Argentina,N
3199,LAI - Linea Aerea IAACA,KG,BNX,AIR BARINAS,Venezuela,N
3200,LAN Airlines,LA,LAN,LAN,Chile,Y
3201,LAN Argentina,4M,DSM,LAN AR,Argentina,Y
3202,LAN Cargo,N/A,LCO,LAN CARGO,Chile,N
3203,LAN Dominica,N/A,LNC,LANCANA,Dominican Republic,N
3204,LAN Express,LU,LXP,LANEX,Chile,Y
3205,LAN Peru,LP,LPE,LANPERU,Peru,Y
3206,LANSA,N/A,LSA,INTERNACIONAL,Dominican Republic,N
3207,LAP Colombia - Lineas Aereas Petroleras,N/A,APT, S.A.,LAP,N
3208,LASTP,N/A,OTN,LASTP,S,N
3209,LC Busre,N/A,LCB,BUSRE,Peru,N
3210,LOT Polish Airlines,LO,LOT,POLLOT,Poland,Y
3211,LTE International Airways,XO,LTE,FUN JET,Spain,Y
3212,LTU Austria,L3,LTO,BILLA TRANSPORT,Austria,Y
3213,LTU International,LT,LTU,LTU,Germany,N
3214,LTV Jet Fleet Corporation,N/A,JFC,JET-FLEET,United States,N
3215,LUKoil-Avia,N/A,LUK,LUKOIL,Russia,N
3216,La Ronge Aviation Services,N/A,ASK,AIR SASK,Canada,N
3217,La Valenciana Taxi Aereo,N/A,LVT,TAXIVALENCIANA,Mexico,N
3218,Labcorp,N/A,SKQ,SKYLAB,United States,N
3219,Labrador Airways,N/A,LAL,LAB AIR,Canada,N
3220,Lagun Air,N6,JEV,N/A,Spain,N
3221,Lake Havasu Air Service,N/A,HCA,HAVASU,United States,N
3222,Lakeland Aviation,N/A,LKL,LAKELAND,United States,N
3223,Laker Airways,N/A,LKR,LAKER,United States,N
3224,Laker Airways (Bahamas),N/A,LBH,LAKER BAHAMAS,United States,N
3225,Lamra,N/A,LMR,LAMAIR,Sudan,N
3226,Lanaes Aereas Trans Costa Rica,N/A,TCR,TICOS,Costa Rica,N
3227,Landsflug,N/A,ISL,ISLANDIA,Iceland,N
3228,Langtry Flying Group,N/A,PAP,PROFLIGHT,United Kingdom,N
3229,Lankair,IK,LKN,Lankair,Sri Lanka,N
